review_id,sentence_id,sentence_index,primary_segment,Asin,Brand,Nation,Rating,sentence_polarity,sentiment_type,feature_dimension,feature_tag,matched_keywords,Sentence,Content
21,21_2,2,,B001ANVDMA,posca,US,4,0.0,positive,教育与启发,正面-激发创意/乐趣,fun to use,"Fun to use, built to last","High quality. Fun to use, built to last"
22,22_1,1,儿童/课堂使用群,B001ANVDMA,posca,US,5,0.0,negative,笔身与易用性,负面-材质/做工差,break,These markers do have a “ball” inside of them for the paint/ink to come out easily/gather up and also these markers aren’t made for kids they could break it also you have to use these markers Lightly.,These markers do have a “ball” inside of them for the paint/ink to come out easily/gather up and also these markers aren’t made for kids they could break it also you have to use these markers Lightly.
23,23_1,1,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,art journal,I art journal and use them for that purpose.,"I art journal and use them for that purpose. I love them!!!!! The right colors are in this box, they work easily and enhance your work fantastically! A must have to art journal."
23,23_4,4,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,art journal,A must have to art journal.,"I art journal and use them for that purpose. I love them!!!!! The right colors are in this box, they work easily and enhance your work fantastically! A must have to art journal."
42,42_1,1,,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,expensive,"A bit expensive but good quality, cool product.","A bit expensive but good quality, cool product."
44,44_3,3,,B001ANVDMA,posca,US,5,0.0,positive,笔头表现,正面-按压泵吸顺畅,push the tip down,"Everything came in packaged nicely, instructions aren't necessary in my opinion, you just shake and push the tip down.","I bought these to paint figurines, super happy with them. I was worried they might be a little too big, but luckily since it's paint I can easily dip a small paint brush in the marker and use it in areas I can't reach with the tip. Everything came in packaged nicely, instructions aren't necessary in my opinion, you just shake and push the tip down. Colors are really nice to look at, only complaint is that I wish there were more. However, I really like that you can easily paint over previous paint without leaving a mark. Would definitely buy again in the future."
47,47_1,1,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,my first set,"After trying my first set of Uni POSCA pens (in PK-7), I quickly went back on Amazon to get a set in 4 other sizes!","After trying my first set of Uni POSCA pens (in PK-7), I quickly went back on Amazon to get a set in 4 other sizes! I can’t get enough of these. A great combination of quality and value. See the colors on my image on the paper where I have many of the other sizes as well. These 3mm bullet nib pens are the third column in from the left. Can’t recommend these enough. Plus they gave me a little origami & thank you note which was a nice classy touch."
58,58_1,1,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,art journal | art journaling,I use these for art journaling and other art activities.,"I use these for art journaling and other art activities.  They are easy to use, move smoothly across the page, and don't smear once they are dry. Very pleased!"
58,58_2,2,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"They are easy to use, move smoothly across the page, and don't smear once they are dry.","I use these for art journaling and other art activities.  They are easy to use, move smoothly across the page, and don't smear once they are dry. Very pleased!"
58,58_2,2,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"They are easy to use, move smoothly across the page, and don't smear once they are dry.","I use these for art journaling and other art activities.  They are easy to use, move smoothly across the page, and don't smear once they are dry. Very pleased!"
63,63_2,2,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,negative,笔头耐用性,负面-寿命不匹配,dried out,I barely got to use them before they were dried out.,"The white and black markers didn't even work.  I barely got to use them before they were dried out.  Other than that, they work well on the rocks we painted and were easy to draw with.  Not happy about the two main colors i needed not working but what can you do once you get them?"
75,75_1,1,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,negative,色彩饱和度与混合,负面-遮盖力差/透明,watery,"these are fantastic for fine detail in smaller paintings or sketches<br>very opaque<br>a couple of pigments were very watery at first, but then the colour got thicker<br>love them and will definitely re-purchase","these are fantastic for fine detail in smaller paintings or sketches<br>very opaque<br>a couple of pigments were very watery at first, but then the colour got thicker<br>love them and will definitely re-purchase"
79,79_3,3,,B001ANVDMA,posca,US,5,0.0,negative,流畅性,负面-出墨过多/漏墨,bleed through,"They also don't bleed through the pages at all, they just sit on the page, fantastic!The only thing, is I'd say be careful to not go over the same part too many times because it does mess up the page (which will obviously happen, you're basically rubbing paint on thin paper)","I've colored in some sketches in my sketchbook with these, and they're so cool! The color comes out even and very saturated, which is wonderful! They also don't bleed through the pages at all, they just sit on the page, fantastic!The only thing, is I'd say be careful to not go over the same part too many times because it does mess up the page (which will obviously happen, you're basically rubbing paint on thin paper)"
79,79_3,3,,B001ANVDMA,posca,US,5,0.0,negative,场景表现,负面-不适合着色书/填色,bleed through | bleed through the pages,"They also don't bleed through the pages at all, they just sit on the page, fantastic!The only thing, is I'd say be careful to not go over the same part too many times because it does mess up the page (which will obviously happen, you're basically rubbing paint on thin paper)","I've colored in some sketches in my sketchbook with these, and they're so cool! The color comes out even and very saturated, which is wonderful! They also don't bleed through the pages at all, they just sit on the page, fantastic!The only thing, is I'd say be careful to not go over the same part too many times because it does mess up the page (which will obviously happen, you're basically rubbing paint on thin paper)"
91,91_1,1,,B001ANVDMA,posca,US,3,0.0,negative,性价比,负面-价格昂贵,pricey,"Bought for grandchild, pricey for quality and quantity of markers that do not indicate any great advantages from other inexpensive markers.","Bought for grandchild, pricey for quality and quantity of markers that do not indicate any great advantages from other inexpensive markers."
93,93_1,1,,B001ANVDMA,posca,US,1,0.0,negative,色彩饱和度与混合,负面-遮盖力差/透明,streaky,"I was super excited to try these pens out after hearing wonderful reviews but sadly upon opening and following the directions on how to get the paint flowing, more than half of them barely work and only leave behind streaky lines no matter how many times I attempt to get the paint flowing.","I was super excited to try these pens out after hearing wonderful reviews but sadly upon opening and following the directions on how to get the paint flowing, more than half of them barely work and only leave behind streaky lines no matter how many times I attempt to get the paint flowing. Super bummed because I was under the impression posca was a reputable brand."
93,93_1,1,,B001ANVDMA,posca,US,1,0.0,negative,绘画表现,负面-涂色不均,streaky,"I was super excited to try these pens out after hearing wonderful reviews but sadly upon opening and following the directions on how to get the paint flowing, more than half of them barely work and only leave behind streaky lines no matter how many times I attempt to get the paint flowing.","I was super excited to try these pens out after hearing wonderful reviews but sadly upon opening and following the directions on how to get the paint flowing, more than half of them barely work and only leave behind streaky lines no matter how many times I attempt to get the paint flowing. Super bummed because I was under the impression posca was a reputable brand."
93,93_1,1,,B001ANVDMA,posca,US,1,0.0,negative,表面/介质表现,负面-在石头上表现差,streaky,"I was super excited to try these pens out after hearing wonderful reviews but sadly upon opening and following the directions on how to get the paint flowing, more than half of them barely work and only leave behind streaky lines no matter how many times I attempt to get the paint flowing.","I was super excited to try these pens out after hearing wonderful reviews but sadly upon opening and following the directions on how to get the paint flowing, more than half of them barely work and only leave behind streaky lines no matter how many times I attempt to get the paint flowing. Super bummed because I was under the impression posca was a reputable brand."
95,95_1,1,,B001ANVDMA,posca,US,1,0.0,negative,外观与包装,负面-标签与真伪争议 (针对海外版/进口版),fake posca,Fake posca pens.,Fake posca pens. Don't buy!! Splatters and nib Is already splitting. Only first use
95,95_3,3,,B001ANVDMA,posca,US,1,0.0,negative,笔头耐用性,负面-磨损/分叉,splitting,Splatters and nib Is already splitting.,Fake posca pens. Don't buy!! Splatters and nib Is already splitting. Only first use
100,100_2,2,,B001ANVDMA,posca,US,4,0.0,negative,笔头耐用性,负面-寿命不匹配,dry out,Tip doesn't dry out after several uses.,Even flow. Tip doesn't dry out after several uses.
100,100_2,2,,B001ANVDMA,posca,US,4,0.0,positive,笔身与易用性,正面-笔帽体验好,doesn t dry out,Tip doesn't dry out after several uses.,Even flow. Tip doesn't dry out after several uses.
102,102_2,2,,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合手工艺/物品定制,christmas ornaments,"I used these for my grandchildren to paint Christmas ornaments and they loved them, all but one that wanted to use a paint brush.","The one star rating I gave this earlier was submitted before I realized I had to click the stars before I filled out the rest.  I used these for my grandchildren to paint Christmas ornaments and they loved them, all but one that wanted to use a paint brush."
103,103_2,2,,B001ANVDMA,posca,US,5,0.0,positive,特殊用途,正面-专业级表现,artist quality,Artist quality,Very nice product. Artist quality
105,105_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-多表面DIY,perfect for rock painting,Perfect for rock painting.,Perfect for rock painting. Love all the colours
108,108_1,1,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-书写流畅,very fluid,Very fluid paint with nice fine tips that let me do my artwork with accuracy.,Very fluid paint with nice fine tips that let me do my artwork with accuracy. You have to shake them well to get and keep them going fluidly....but very nice finished results every time. My only complaint so far is the red color. This is NOT a true red at all. It's more of a bright coral. I used this recently for a logo I was working on and was very disappointed. The Painters brand (JoAnn's) or CraftSmart (at Michael's) are better reds than this.
111,111_1,1,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,Easy to use and fun!,Easy to use and fun!
111,111_1,1,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,Easy to use and fun!,Easy to use and fun!
116,116_1,1,,B001ANVDMA,posca,US,2,0.0,negative,笔头耐用性,负面-寿命不匹配,dried up,Some pens were dried up,Some pens were dried up
117,117_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,expensive,"Although a bit more expensive than other acrylics, well worth the money as they are ahead of the rest in quality.","Although a bit more expensive than other acrylics, well worth the money as they are ahead of the rest in quality.  I have used them on paper, cardboard, and windows but mostly on rocks and they are incredible."
119,119_2,2,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"Since they're acrylic they don't have a smell, very easy to use and soft.","My daughter loves the markers. Since they're acrylic they don't have a smell, very easy to use and soft."
119,119_2,2,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"Since they're acrylic they don't have a smell, very easy to use and soft.","My daughter loves the markers. Since they're acrylic they don't have a smell, very easy to use and soft."
122,122_2,2,,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,bit pricey | pricey,"They are a bit pricey to me, but I know they are worth the money for what they do.","These markers are the only paint markers my high production art teenager will use. They are a bit pricey to me, but I know they are worth the money for what they do. Color and vibrancy is excellent."
123,123_1,1,儿童/课堂使用群,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,expensive,"These markers are very expensive, but very good quality for a young artist.","These markers are very expensive, but very good quality for a young artist. Would not recommend for small children or just to buy. Would purchase again if needed."
125,125_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-速干且平整,quick dry,"Easy to use, quick drying, last long.","Easy to use, quick drying, last long.  Favorite markers for rock art."
125,125_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,墨水特性,正面-干燥快/防涂抹,quick dry,"Easy to use, quick drying, last long.","Easy to use, quick drying, last long.  Favorite markers for rock art."
125,125_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"Easy to use, quick drying, last long.","Easy to use, quick drying, last long.  Favorite markers for rock art."
125,125_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"Easy to use, quick drying, last long.","Easy to use, quick drying, last long.  Favorite markers for rock art."
127,127_2,2,,B001ANVDMA,posca,US,5,0.0,negative,笔头耐用性,负面-寿命不匹配,dry out,"Good color ,easy to use and doesn't dry out.","They work great. Good color ,easy to use and doesn't dry out. Would buy again"
127,127_2,2,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-笔帽体验好,doesn t dry out,"Good color ,easy to use and doesn't dry out.","They work great. Good color ,easy to use and doesn't dry out. Would buy again"
127,127_2,2,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"Good color ,easy to use and doesn't dry out.","They work great. Good color ,easy to use and doesn't dry out. Would buy again"
127,127_2,2,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"Good color ,easy to use and doesn't dry out.","They work great. Good color ,easy to use and doesn't dry out. Would buy again"
144,144_1,1,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,mixed media,The very Best Markers - Especially for Mixed Media.,The very Best Markers - Especially for Mixed Media.  They seem to write on all Mediums!  The ink comes out even - never leaves a puddle.  Great for lettering on Art Journals!  Love this product - I will buy these again
144,144_3,3,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-书写流畅,ink comes out even,The ink comes out even - never leaves a puddle.,The very Best Markers - Especially for Mixed Media.  They seem to write on all Mediums!  The ink comes out even - never leaves a puddle.  Great for lettering on Art Journals!  Love this product - I will buy these again
144,144_4,4,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,art journal,Great for lettering on Art Journals!,The very Best Markers - Especially for Mixed Media.  They seem to write on all Mediums!  The ink comes out even - never leaves a puddle.  Great for lettering on Art Journals!  Love this product - I will buy these again
146,146_1,1,,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,mixed media | mixed media art,Love these colors and ease of use with mixed media art.,Love these colors and ease of use with mixed media art.
149,149_2,2,,B001ANVDMA,posca,US,1,0.0,negative,色彩饱和度与混合,负面-遮盖力差/透明,watered down,"It was so watered down and sheer/barely there pigment, even after regular use.","I don't know if I just received a defective product but these markers were NOT what I'm used to with POSCA. It was so watered down and sheer/barely there pigment, even after regular use. Would not recommend buying them here."
154,154_1,1,,B001ANVDMA,posca,US,5,0.0,negative,笔头表现,负面-笔头磨损分叉,clogged,These paint pens are really easy to use and don't get clogged like other paint pens do.,These paint pens are really easy to use and don't get clogged like other paint pens do. Wish they came in more colors.  They are my favorite
154,154_1,1,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,These paint pens are really easy to use and don't get clogged like other paint pens do.,These paint pens are really easy to use and don't get clogged like other paint pens do. Wish they came in more colors.  They are my favorite
154,154_1,1,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,These paint pens are really easy to use and don't get clogged like other paint pens do.,These paint pens are really easy to use and don't get clogged like other paint pens do. Wish they came in more colors.  They are my favorite
158,158_1,1,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,Easy to use,Easy to use
158,158_1,1,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,Easy to use,Easy to use
163,163_1,1,,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-速干且平整,no streaks,the lines are very solid and no streaks.,the lines are very solid and no streaks. easy to color with
163,163_1,1,,B001ANVDMA,posca,US,5,0.0,positive,绘画表现,正面-涂色均匀,no streaks,the lines are very solid and no streaks.,the lines are very solid and no streaks. easy to color with
164,164_1,1,,B001ANVDMA,posca,US,1,0.0,positive,墨水特性,正面-持久/防水,waterproof,I bought these as WATERPROOF and they totally water soluble!,I bought these as WATERPROOF and they totally water soluble!  I ruined an expensive needlepoint canvas by using these to change a few details on the canvas as I found them to run terribly after they were dry.  Run away!!!!!!
164,164_2,2,,B001ANVDMA,posca,US,1,0.0,negative,性价比,负面-价格昂贵,expensive,I ruined an expensive needlepoint canvas by using these to change a few details on the canvas as I found them to run terribly after they were dry.,I bought these as WATERPROOF and they totally water soluble!  I ruined an expensive needlepoint canvas by using these to change a few details on the canvas as I found them to run terribly after they were dry.  Run away!!!!!!
168,168_2,2,,B001ANVDMA,posca,US,5,0.0,positive,色系评价,正面-喜欢鲜艳/高饱和,rich and vibrant,All of the colors are so rich and vibrant.,Pens work amazing and I haven't had any issues with them. All of the colors are so rich and vibrant.
171,171_4,4,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,negative,流畅性,负面-出墨过多/漏墨,too much ink,"The ink is thinner than in my other paint pens, and it runs if I apply too much ink.","These are just OKAY. I'm not sorry I bought them. You'll have to experiment with different materials to see what they work best on. The ink is thinner than in my other paint pens, and it runs if I apply too much ink.  I've been painting on spray painted plastic bottles and I must be careful to apply only a very thin amount. I think they are overpriced, but the variety of colors is a plus.  Delivery was fast."
171,171_6,6,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,negative,性价比,负面-价格昂贵,overpriced,"I think they are overpriced, but the variety of colors is a plus.","These are just OKAY. I'm not sorry I bought them. You'll have to experiment with different materials to see what they work best on. The ink is thinner than in my other paint pens, and it runs if I apply too much ink.  I've been painting on spray painted plastic bottles and I must be careful to apply only a very thin amount. I think they are overpriced, but the variety of colors is a plus.  Delivery was fast."
174,174_1,1,,B001ANVDMA,posca,US,3,0.0,negative,外观与包装,负面-标签与真伪争议 (针对海外版/进口版),knock off,They are knock-offs but still work pretty good if you are on a budget,They are knock-offs but still work pretty good if you are on a budget
175,175_2,2,,B001ANVDMA,posca,US,3,0.0,negative,教育与启发,负面-无教学支持,no instructions,Therefore no instructions.,There is not a word of English on box. Therefore no instructions. Against Canadian laws
176,176_1,1,,B001ANVDMA,posca,US,5,0.0,negative,流畅性,负面-出墨过多/漏墨,globs of paint | paint everywhere,There's a trick to getting these pens not to leak globs of paint everywhere when you first get them.,"There's a trick to getting these pens not to leak globs of paint everywhere when you first get them. You have to hold the pen with the point upwards, towards the ceiling, push the nib in with your finger, you'll hear a small amount of air escape, like a hissing sound. Then turn back over and press repeatedly onto paper to get the paint going. If you don't do this, globs will come out and go everywhere! Happened to me and lots of paint was wasted. But they work great once you get them going correctly."
178,178_2,2,,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,pricey,But pricey,Quality is good. But pricey
179,179_1,1,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,Very easy to use just push down once with the tip and it's the juiciest marker ever.,Very easy to use just push down once with the tip and it's the juiciest marker ever. Very vibrant. The only downside is if ur paper is not thick enough it will bleed through. Overall great marker
179,179_1,1,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,Very easy to use just push down once with the tip and it's the juiciest marker ever.,Very easy to use just push down once with the tip and it's the juiciest marker ever. Very vibrant. The only downside is if ur paper is not thick enough it will bleed through. Overall great marker
179,179_3,3,,B001ANVDMA,posca,US,5,0.0,negative,流畅性,负面-出墨过多/漏墨,bleed through,The only downside is if ur paper is not thick enough it will bleed through.,Very easy to use just push down once with the tip and it's the juiciest marker ever. Very vibrant. The only downside is if ur paper is not thick enough it will bleed through. Overall great marker
179,179_3,3,,B001ANVDMA,posca,US,5,0.0,negative,场景表现,负面-不适合着色书/填色,bleed through,The only downside is if ur paper is not thick enough it will bleed through.,Very easy to use just push down once with the tip and it's the juiciest marker ever. Very vibrant. The only downside is if ur paper is not thick enough it will bleed through. Overall great marker
181,181_1,1,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,Great quality and easy to use,Great quality and easy to use
181,181_1,1,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,Great quality and easy to use,Great quality and easy to use
187,187_1,1,,B001ANVDMA,posca,US,1,0.0,negative,笔头耐用性,负面-寿命不匹配,dried out,"I received these as a Christmas gift and just opened them to use them, and all are dried out!","I received these as a Christmas gift and just opened them to use them, and all are dried out! Not a single one of the 15 worked!  No amount of shaking resulted in any ink flowing to the tip. So disappointed!  Would not recommend!!"
192,192_1,1,,B001ANVDMA,posca,US,4,0.0,positive,流畅性,正面-书写流畅,flows well,"Paint flows well, easily yet in a controlled manner.","Paint flows well, easily yet in a controlled manner. I'll definitely buy again!"
205,205_4,4,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,性价比,正面-性价比高,great price,This set came with a nice range of color and was a great price.,"I think the paint in these is similar to acrylic gouache. It is nice and opaque, yet seems more thin and fluid than regular craft paint , and I think that is part of the reason these are less likely to clog than other paint pens I've had. I read that Posca makes replacement nibs if you need them. This set came with a nice range of color and was a great price."
215,215_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,Easy to use and looks nice and Clean.,Drawing on rocks.  Easy to use and looks nice and  Clean.
215,215_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,Easy to use and looks nice and Clean.,Drawing on rocks.  Easy to use and looks nice and  Clean.
216,216_1,1,,B001ANVDMA,posca,US,1,0.0,negative,笔头耐用性,负面-寿命不匹配,dried up,"Was a birthday gift 4 a little boy.when they arrived, they were dried up ....unusable.","Was a birthday gift 4 a little boy.when they arrived, they were dried up ....unusable."
219,219_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"Good value set with plenty of colour choice, easy to use on paper and card.","Good value set with plenty of colour choice, easy to use on paper and card. Hope to try it out on fabric soon."
219,219_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"Good value set with plenty of colour choice, easy to use on paper and card.","Good value set with plenty of colour choice, easy to use on paper and card. Hope to try it out on fabric soon."
225,225_1,1,,B001ANVDMA,posca,US,5,0.0,positive,性价比,正面-性价比高,great price,"great price, great product.","great price, great product. enjoying using these pens"
227,227_2,2,,B001ANVDMA,posca,US,5,0.0,positive,色彩饱和度与混合,正面-鲜艳/饱和,vibrant colors,Easy to use and bold vibrant colors.,Love these pens. Easy to use and bold vibrant colors.
227,227_2,2,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,Easy to use and bold vibrant colors.,Love these pens. Easy to use and bold vibrant colors.
227,227_2,2,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,Easy to use and bold vibrant colors.,Love these pens. Easy to use and bold vibrant colors.
229,229_1,1,儿童/课堂使用群,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,expensive,"The better the kid gets at her art, the more expensive the supplies get.","The better the kid gets at her art, the more expensive the supplies get. That said, these markers are fantastic on various mediums and do not bleed. The colors remain brilliant after drying and are a great addition to her makeshift studio."
229,229_2,2,儿童/课堂使用群,B001ANVDMA,posca,US,5,0.0,positive,墨水特性,正面-干燥快/防涂抹,not bleed,"That said, these markers are fantastic on various mediums and do not bleed.","The better the kid gets at her art, the more expensive the supplies get. That said, these markers are fantastic on various mediums and do not bleed. The colors remain brilliant after drying and are a great addition to her makeshift studio."
236,236_3,3,,B001ANVDMA,posca,US,1,0.0,negative,流畅性,负面-出墨过多/漏墨,splatter,"Be careful taking the top off, it will probably splatter.","These are so junky. The paint leaks out and splats all over whatever project you are working on. Be careful taking the top off, it will probably splatter. I decided to use the gray to outline a project and it ran out after barely any use. Couldn't even complete a simple project with it.The markers are covered in Japanese writing. Ideally, the colors are nice, but the product is terrible and not worth the money. You'll be running out to replace them in less than a week."
236,236_6,6,,B001ANVDMA,posca,US,1,0.0,negative,性价比,负面-价格昂贵,not worth the money,"Ideally, the colors are nice, but the product is terrible and not worth the money.","These are so junky. The paint leaks out and splats all over whatever project you are working on. Be careful taking the top off, it will probably splatter. I decided to use the gray to outline a project and it ran out after barely any use. Couldn't even complete a simple project with it.The markers are covered in Japanese writing. Ideally, the colors are nice, but the product is terrible and not worth the money. You'll be running out to replace them in less than a week."
238,238_1,1,,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,They are very opaque and easy to use.,They are very opaque and easy to use. Kinda takes long to prep them and get the paint out but other than that I highly recommend
238,238_1,1,,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,They are very opaque and easy to use.,They are very opaque and easy to use. Kinda takes long to prep them and get the paint out but other than that I highly recommend
