Asin,Brand,review_count,avg_rating,pain_review_rate,top_pain_dimension,top_pain_mentions
B0F5WMP62Z,Coogert,47,4.872340425531915,0.2978723404255319,流畅性,5
B0F8GNQS2W,TECADA,17,4.588235294117647,0.29411764705882354,笔头耐用性,2
B0C61HTPV9,SFAIH,27,4.703703703703703,0.25925925925925924,性价比,3
B0B9KTWRKJ,Droaful,36,4.888888888888889,0.25,色彩饱和度与混合,2
B0CLV7D7Z5,AnyMark,16,4.0,0.25,色彩饱和度与混合,2
B0BY85SLSK,Shuttle Art,8,4.125,0.25,笔头表现,2
B0CKN74CW3,BIGTHUMB,8,4.875,0.25,绘画表现,2
B0DLD1SHP9,Sharpie,21,4.809523809523809,0.23809523809523808,流畅性,5
B0F9PBG9Z9,Infiart,26,5.0,0.23076923076923078,流畅性,4
B086XCN9CR,AKARUED,83,4.36144578313253,0.2289156626506024,流畅性,5
B0F4WTK6LL,DICEKOO,9,4.777777777777778,0.2222222222222222,笔头表现,2
B0CTQS8MSK,ARTISTRO,14,4.714285714285714,0.21428571428571427,色彩饱和度与混合,1
B0CMTV9TBR,BIGTHUMB,20,4.85,0.2,笔头耐用性,2
B0FC1MGR8T,YACONA,15,5.0,0.2,流畅性,3
B0CXJBHDV1,ARTISTRO,26,4.653846153846154,0.19230769230769232,笔头耐用性,2
B0CD225WW8,Shuttle Art,21,4.095238095238095,0.19047619047619047,笔头耐用性,2
B0D95W2XHB,JusArt,21,4.809523809523809,0.19047619047619047,流畅性,2
B0DZ2RTY3P,Tongfushop,16,4.6875,0.1875,笔头耐用性,3
B0D2H4FX9N,Coogert,11,4.545454545454546,0.18181818181818182,笔头耐用性,1
B0FPC5CLN9,Grabie,11,4.7272727272727275,0.18181818181818182,墨水特性,2
B0F4XFTXMV,WELLOKB,50,5.0,0.18,笔头耐用性,4
B06ZYTZXG2,posca,98,4.540816326530612,0.17346938775510204,笔头耐用性,7
B0DFMRDMNJ,REALZEVA,41,4.829268292682927,0.17073170731707318,流畅性,4
B001AS6P4G,posca,30,4.4,0.16666666666666666,色彩饱和度与混合,1
B0CCPB97XJ,Art Owl,12,5.0,0.16666666666666666,笔头耐用性,1
B0B3DHCYB1,ARTISTRO,6,4.0,0.16666666666666666,绘画表现,1
B0CJFVT397,Jesew,6,4.333333333333333,0.16666666666666666,性价比,1
B0DFW36SBX,ENMY,6,4.666666666666667,0.16666666666666666,性价比,1
B07P6HXKCJ,FLYMAX,155,3.935483870967742,0.16129032258064516,笔头耐用性,8
B0B7VZ9KTJ,Artugn,185,4.443243243243243,0.15675675675675677,色彩饱和度与混合,8
B0D6YF4PY9,Pagather,13,4.230769230769231,0.15384615384615385,色彩饱和度与混合,1
B0BR3X3J9L,Betem,20,4.65,0.15,色彩饱和度与混合,2
B0DB5KHXQK,Pagather,20,4.4,0.15,笔头耐用性,1
B0DPQ6WS34,HOTU,20,4.45,0.15,色彩饱和度与混合,1
B0BYDHRZWF,Coogert,97,4.65979381443299,0.14432989690721648,流畅性,5
B07JFPKBWC,ZEYAR,21,4.428571428571429,0.14285714285714285,墨水特性,2
B0F5G5T7Y2,WELLOKB,43,4.930232558139535,0.13953488372093023,流畅性,4
B098QPHCVT,AKARUED,36,4.055555555555555,0.1388888888888889,笔头耐用性,2
B001ANVDMA,posca,310,4.693548387096774,0.13548387096774195,笔头耐用性,10
B001VB4T86,posca,740,4.777027027027027,0.13378378378378378,流畅性,44
B0CX1BD86P,TBC The Best Crafts,92,4.706521739130435,0.13043478260869565,笔头耐用性,7
B06ZYKRQJQ,posca,101,4.7227722772277225,0.12871287128712872,色彩饱和度与混合,4
B0BWRCVHPD,NICETY,56,4.5,0.125,流畅性,3
B0CPMFV2ZF,Sharpie,116,4.801724137931035,0.1206896551724138,流畅性,4
B0BKP1M6QK,Funcils,58,4.724137931034483,0.1206896551724138,色彩饱和度与混合,3
B07BBWPKW3,TOOLI-ART,299,4.6923076923076925,0.12040133779264214,流畅性,13
B0D2H7QSX2,Coogert,125,4.608,0.12,色彩饱和度与混合,5
B07D2LVYQZ,ARTISTRO,128,4.6015625,0.1171875,流畅性,5
B0CZ71S27Y,TANMIT,18,4.611111111111111,0.1111111111111111,色彩饱和度与混合,1
B0CNYV8724,TFIVE,9,4.111111111111111,0.1111111111111111,墨水特性,1
B001ANVDMU,posca,392,4.701530612244898,0.1096938775510204,性价比,16
B07HLQFQ5F,ARTISTRO,190,4.631578947368421,0.10526315789473684,性价比,7
B08NWK73ZN,Utillo Craft,42,4.523809523809524,0.09523809523809523,性价比,2
B071DHGPBP,posca,77,4.8311688311688314,0.09090909090909091,性价比,5
B0DC619N4C,XPaoFey,11,4.909090909090909,0.09090909090909091,笔头表现,1
B013NMZ92U,posca,23,5.0,0.08695652173913043,性价比,2
B0CJJFW1YC,BIGTHUMB,12,4.916666666666667,0.08333333333333333,色彩饱和度与混合,1
B0CSYQ7T7S,Shuttle Art,12,4.833333333333333,0.08333333333333333,颜色种类,1
B07D2M6B23,ARTISTRO,233,4.4334763948497855,0.0815450643776824,流畅性,7
B09TR9SD6P,SAKEYR,50,4.26,0.08,色彩饱和度与混合,1
B07NS6WPNR,ARTISTRO,41,4.658536585365853,0.07317073170731707,色彩饱和度与混合,2
B00ZC9JK4Q,posca,55,4.6909090909090905,0.07272727272727272,性价比,2
B0BN8CW9ZY,TANMIT,153,4.8431372549019605,0.0718954248366013,笔头耐用性,4
B01N5HUE1P,ARTISTRO,884,4.705882352941177,0.06900452488687783,色彩饱和度与混合,18
B07X1QH66Q,ZSCM QUALITY DECIDES THE FUTURE,44,4.795454545454546,0.06818181818181818,笔头耐用性,2
B0CXM7VLXV,Droaful,75,4.653333333333333,0.05333333333333334,色彩饱和度与混合,1
B0D1G535M9,TANMIT,9,5.0,0.0,颜色种类,0
B0CKN8FQQ5,BIGTHUMB,8,4.5,0.0,颜色种类,0
B0CKN6DPNX,BIGTHUMB,7,5.0,0.0,颜色种类,0
B0919KRR49,ZSCM QUALITY DECIDES THE FUTURE,6,5.0,0.0,颜色种类,0
B0CF48YNT8,Overseas,6,4.333333333333333,0.0,颜色种类,0
B0D94Z3LVR,posca,5,5.0,0.0,颜色种类,0
B0DQKZ5ZRT,Coogert,5,5.0,0.0,颜色种类,0
B0D35S9WYT,ARTISTRO,4,4.5,0.0,颜色种类,0
B0D35V3HNF,ARTISTRO,4,5.0,0.0,颜色种类,0
B0DGLXZFH4,CHALKY CROWN,4,5.0,0.0,颜色种类,0
B0FB3HYK7P,LET'S RESIN,4,4.75,0.0,颜色种类,0
B0C5MF8XMV,ARTISTRO,3,5.0,0.0,颜色种类,0
B0CDC17PRP,Overseas,3,4.666666666666667,0.0,颜色种类,0
B0CP1SNQXS,TFIVE,3,4.666666666666667,0.0,颜色种类,0
B0D2GZ31VC,Coogert,3,5.0,0.0,颜色种类,0
B0D2TP79XW,TRANSON,3,3.6666666666666665,0.0,颜色种类,0
B0D4DV1CT5,Droaful,3,5.0,0.0,颜色种类,0
B0D6R954YT,Arrtx,3,4.666666666666667,0.0,颜色种类,0
B0CF4DWS71,Overseas,2,5.0,0.0,颜色种类,0
B0CYCCR82G,SRUOLOC,2,4.5,0.0,颜色种类,0
B0CZ8B4ZZR,JanFeel,2,5.0,0.0,颜色种类,0
B0D89X2HX6,Arrtx,2,4.5,0.0,颜色种类,0
B0DDBPY3QR,Muchcute,2,5.0,0.0,颜色种类,0
B00ATQXNPO,posca,1,5.0,0.0,颜色种类,0
B0CD3TNBZK,TRANSON,1,5.0,0.0,颜色种类,0
B0CHMNSPSB,VIANZE,1,5.0,0.0,颜色种类,0
B0CNNNNVXG,Pinturale Arts,1,5.0,0.0,颜色种类,0
B0CRY23DQL,Arrtx,1,2.0,0.0,颜色种类,0
B0DTVLT2JK,ARTISTRO,1,5.0,0.0,颜色种类,0
B0DXZ8GM66,JusArt,1,5.0,0.0,颜色种类,0
B0FDWXPP8K,MEHVOR,1,5.0,0.0,颜色种类,0
B0FHW81VK5,Infiart,1,5.0,0.0,颜色种类,0
