review_id,sentence_id,sentence_index,primary_segment,Asin,Brand,Nation,Rating,sentence_polarity,sentiment_type,feature_dimension,feature_tag,matched_keywords,Sentence,Content
75,75_1,1,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,negative,色彩饱和度与混合,负面-遮盖力差/透明,watery,"these are fantastic for fine detail in smaller paintings or sketches<br>very opaque<br>a couple of pigments were very watery at first, but then the colour got thicker<br>love them and will definitely re-purchase","these are fantastic for fine detail in smaller paintings or sketches<br>very opaque<br>a couple of pigments were very watery at first, but then the colour got thicker<br>love them and will definitely re-purchase"
105,105_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-多表面DIY,perfect for rock painting,Perfect for rock painting.,Perfect for rock painting. Love all the colours
108,108_1,1,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-书写流畅,very fluid,Very fluid paint with nice fine tips that let me do my artwork with accuracy.,Very fluid paint with nice fine tips that let me do my artwork with accuracy. You have to shake them well to get and keep them going fluidly....but very nice finished results every time. My only complaint so far is the red color. This is NOT a true red at all. It's more of a bright coral. I used this recently for a logo I was working on and was very disappointed. The Painters brand (JoAnn's) or CraftSmart (at Michael's) are better reds than this.
117,117_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,expensive,"Although a bit more expensive than other acrylics, well worth the money as they are ahead of the rest in quality.","Although a bit more expensive than other acrylics, well worth the money as they are ahead of the rest in quality.  I have used them on paper, cardboard, and windows but mostly on rocks and they are incredible."
123,123_1,1,儿童/课堂使用群,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,expensive,"These markers are very expensive, but very good quality for a young artist.","These markers are very expensive, but very good quality for a young artist. Would not recommend for small children or just to buy. Would purchase again if needed."
125,125_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-速干且平整,quick dry,"Easy to use, quick drying, last long.","Easy to use, quick drying, last long.  Favorite markers for rock art."
125,125_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,墨水特性,正面-干燥快/防涂抹,quick dry,"Easy to use, quick drying, last long.","Easy to use, quick drying, last long.  Favorite markers for rock art."
125,125_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"Easy to use, quick drying, last long.","Easy to use, quick drying, last long.  Favorite markers for rock art."
125,125_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"Easy to use, quick drying, last long.","Easy to use, quick drying, last long.  Favorite markers for rock art."
144,144_1,1,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,mixed media,The very Best Markers - Especially for Mixed Media.,The very Best Markers - Especially for Mixed Media.  They seem to write on all Mediums!  The ink comes out even - never leaves a puddle.  Great for lettering on Art Journals!  Love this product - I will buy these again
144,144_3,3,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-书写流畅,ink comes out even,The ink comes out even - never leaves a puddle.,The very Best Markers - Especially for Mixed Media.  They seem to write on all Mediums!  The ink comes out even - never leaves a puddle.  Great for lettering on Art Journals!  Love this product - I will buy these again
144,144_4,4,纸面手账/装饰书写群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,art journal,Great for lettering on Art Journals!,The very Best Markers - Especially for Mixed Media.  They seem to write on all Mediums!  The ink comes out even - never leaves a puddle.  Great for lettering on Art Journals!  Love this product - I will buy these again
171,171_4,4,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,negative,流畅性,负面-出墨过多/漏墨,too much ink,"The ink is thinner than in my other paint pens, and it runs if I apply too much ink.","These are just OKAY. I'm not sorry I bought them. You'll have to experiment with different materials to see what they work best on. The ink is thinner than in my other paint pens, and it runs if I apply too much ink.  I've been painting on spray painted plastic bottles and I must be careful to apply only a very thin amount. I think they are overpriced, but the variety of colors is a plus.  Delivery was fast."
171,171_6,6,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,negative,性价比,负面-价格昂贵,overpriced,"I think they are overpriced, but the variety of colors is a plus.","These are just OKAY. I'm not sorry I bought them. You'll have to experiment with different materials to see what they work best on. The ink is thinner than in my other paint pens, and it runs if I apply too much ink.  I've been painting on spray painted plastic bottles and I must be careful to apply only a very thin amount. I think they are overpriced, but the variety of colors is a plus.  Delivery was fast."
205,205_4,4,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,性价比,正面-性价比高,great price,This set came with a nice range of color and was a great price.,"I think the paint in these is similar to acrylic gouache. It is nice and opaque, yet seems more thin and fluid than regular craft paint , and I think that is part of the reason these are less likely to clog than other paint pens I've had. I read that Posca makes replacement nibs if you need them. This set came with a nice range of color and was a great price."
215,215_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,Easy to use and looks nice and Clean.,Drawing on rocks.  Easy to use and looks nice and  Clean.
215,215_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,Easy to use and looks nice and Clean.,Drawing on rocks.  Easy to use and looks nice and  Clean.
219,219_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"Good value set with plenty of colour choice, easy to use on paper and card.","Good value set with plenty of colour choice, easy to use on paper and card. Hope to try it out on fabric soon."
219,219_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"Good value set with plenty of colour choice, easy to use on paper and card.","Good value set with plenty of colour choice, easy to use on paper and card. Hope to try it out on fabric soon."
229,229_1,1,儿童/课堂使用群,B001ANVDMA,posca,US,5,0.0,negative,性价比,负面-价格昂贵,expensive,"The better the kid gets at her art, the more expensive the supplies get.","The better the kid gets at her art, the more expensive the supplies get. That said, these markers are fantastic on various mediums and do not bleed. The colors remain brilliant after drying and are a great addition to her makeshift studio."
229,229_2,2,儿童/课堂使用群,B001ANVDMA,posca,US,5,0.0,positive,墨水特性,正面-干燥快/防涂抹,not bleed,"That said, these markers are fantastic on various mediums and do not bleed.","The better the kid gets at her art, the more expensive the supplies get. That said, these markers are fantastic on various mediums and do not bleed. The colors remain brilliant after drying and are a great addition to her makeshift studio."
245,245_1,1,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,性价比,正面-性价比高,worth the money,These are so worth the money and the hype!,"These are so worth the money and the hype! Combines my two favorites mediums (painting and drawing) into one tool. I didn’t have any problems getting the pens started & the pigmentation of the colors was awesome! The most I ever have to do of a color is two layers for it to be opaque (normally when I use acrylics I need several layers to get desired opaqueness). Dries super fast, so you can keep working & don’t have to paint & then set it down and wait for it to dry. Love these!!!"
245,245_3,3,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,色彩饱和度与混合,正面-遮盖力强/不透明,pigmentation of the colors,I didn’t have any problems getting the pens started & the pigmentation of the colors was awesome!,"These are so worth the money and the hype! Combines my two favorites mediums (painting and drawing) into one tool. I didn’t have any problems getting the pens started & the pigmentation of the colors was awesome! The most I ever have to do of a color is two layers for it to be opaque (normally when I use acrylics I need several layers to get desired opaqueness). Dries super fast, so you can keep working & don’t have to paint & then set it down and wait for it to dry. Love these!!!"
245,245_5,5,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-速干且平整,dries super fast,"Dries super fast, so you can keep working & don’t have to paint & then set it down and wait for it to dry.","These are so worth the money and the hype! Combines my two favorites mediums (painting and drawing) into one tool. I didn’t have any problems getting the pens started & the pigmentation of the colors was awesome! The most I ever have to do of a color is two layers for it to be opaque (normally when I use acrylics I need several layers to get desired opaqueness). Dries super fast, so you can keep working & don’t have to paint & then set it down and wait for it to dry. Love these!!!"
249,249_2,2,精细绘画/插画创作群,B001ANVDMA,posca,US,1,0.0,negative,性价比,负面-价格昂贵,expensive,They were kinda expensive (in my book) as I don’t have a lot of fund available for art supplies but I took the risk.,So I thought the markers were cool I saw a lot of people using them and I wanted to give them a shot. They were kinda expensive (in my book) as I don’t have a lot of fund available for art supplies but I took the risk. Boy do I regret it. A bunch of the markers are leaking? Like I pressed down to get the ink into the nib and a big blob came out. I ignored it and tired to do some detail work on a painting and it splattered everywhere :D and ruined my painting. I wish I could figure out who to return them.
249,249_5,5,精细绘画/插画创作群,B001ANVDMA,posca,US,1,0.0,negative,流畅性,负面-出墨过多/漏墨,big blob,Like I pressed down to get the ink into the nib and a big blob came out.,So I thought the markers were cool I saw a lot of people using them and I wanted to give them a shot. They were kinda expensive (in my book) as I don’t have a lot of fund available for art supplies but I took the risk. Boy do I regret it. A bunch of the markers are leaking? Like I pressed down to get the ink into the nib and a big blob came out. I ignored it and tired to do some detail work on a painting and it splattered everywhere :D and ruined my painting. I wish I could figure out who to return them.
272,272_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-速干且平整,not messy,"I use them for rock painting because they are not messy, easier to control versus a paint brush, last a long time without drying out, are quick and easy to use.","I love the quality of Posca pens. I use them for rock painting because they are not messy, easier to control versus a paint brush, last a long time without drying out, are quick and easy to use."
272,272_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"I use them for rock painting because they are not messy, easier to control versus a paint brush, last a long time without drying out, are quick and easy to use.","I love the quality of Posca pens. I use them for rock painting because they are not messy, easier to control versus a paint brush, last a long time without drying out, are quick and easy to use."
272,272_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"I use them for rock painting because they are not messy, easier to control versus a paint brush, last a long time without drying out, are quick and easy to use.","I love the quality of Posca pens. I use them for rock painting because they are not messy, easier to control versus a paint brush, last a long time without drying out, are quick and easy to use."
278,278_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-多表面DIY,perfect for rock painting,perfect for rock painting,perfect for rock painting
284,284_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,they are the best I have found and I use them for my rock paintings...so easy to use.,Love these... they are the best I have found and I use them for my rock paintings...so easy to use.
284,284_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,they are the best I have found and I use them for my rock paintings...so easy to use.,Love these... they are the best I have found and I use them for my rock paintings...so easy to use.
287,287_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-多表面DIY,perfect for rock painting,"Perfect for rock painting, and acorn painting!","Perfect for rock painting, and acorn painting! Good product."
291,291_18,18,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,negative,笔头耐用性,负面-寿命不匹配,dry out,Put the cover on well and it shouldn't dry out.,"I love anything to do with color. Recently I started buying things to do finger nail art.  I am a water paint artist and glass artist. I was looking for something that I could use that would give me better outlines when painting in miniature.  I saw these pens and decided to give them a try.  The price was reasonable. I did read the mixed reviews. Yes, the instructions are in Japanese and I can't read them, but how many American products are translated into Japanese.I decided to try all of them to make sure they worked. I found that if you don't want them to gush out some ink or whatever it is when you try to get the color flowing, you should first take all of them out of the box. Shake one back and forth a few times and then put it back in the box with point end standing up. Then after you have repeated this with all the pens, take the 1st one you shook turn it over and very lightly and I mean lightly, press it down on a paper just about 1 or 2mm, no more, Do it once and then a second time, then wait. The ink will slowly start to flow onto the point of the pen. It starts out as white and then slowly the color changes.  You can now test it with a lite touch.  If you press hard the ink will gush out. It will also do that if you shake it and immediately use it as you should allow the ink to settle and not all be in the tip. I know from experience. Put the cover on well and it shouldn't dry out. The tip is not felt but a material that if firm and won't absorb the ink, just enough .The ink is a nice consistency.It appears to be ink. It dries very fast and on paper it is a matt finish as well as on nails. I put a clear coat over it and then it had a gloss finish. It does cover well as it is opaque. I bought another set that has the extra fine tip and am looking forward to getting it."
291,291_19,19,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,色彩一致性,正面-颜色准确,consistency,"The tip is not felt but a material that if firm and won't absorb the ink, just enough .The ink is a nice consistency.It appears to be ink.","I love anything to do with color. Recently I started buying things to do finger nail art.  I am a water paint artist and glass artist. I was looking for something that I could use that would give me better outlines when painting in miniature.  I saw these pens and decided to give them a try.  The price was reasonable. I did read the mixed reviews. Yes, the instructions are in Japanese and I can't read them, but how many American products are translated into Japanese.I decided to try all of them to make sure they worked. I found that if you don't want them to gush out some ink or whatever it is when you try to get the color flowing, you should first take all of them out of the box. Shake one back and forth a few times and then put it back in the box with point end standing up. Then after you have repeated this with all the pens, take the 1st one you shook turn it over and very lightly and I mean lightly, press it down on a paper just about 1 or 2mm, no more, Do it once and then a second time, then wait. The ink will slowly start to flow onto the point of the pen. It starts out as white and then slowly the color changes.  You can now test it with a lite touch.  If you press hard the ink will gush out. It will also do that if you shake it and immediately use it as you should allow the ink to settle and not all be in the tip. I know from experience. Put the cover on well and it shouldn't dry out. The tip is not felt but a material that if firm and won't absorb the ink, just enough .The ink is a nice consistency.It appears to be ink. It dries very fast and on paper it is a matt finish as well as on nails. I put a clear coat over it and then it had a gloss finish. It does cover well as it is opaque. I bought another set that has the extra fine tip and am looking forward to getting it."
291,291_19,19,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,色彩一致性,正面-生产-品控(VS 其他笔),consistency,"The tip is not felt but a material that if firm and won't absorb the ink, just enough .The ink is a nice consistency.It appears to be ink.","I love anything to do with color. Recently I started buying things to do finger nail art.  I am a water paint artist and glass artist. I was looking for something that I could use that would give me better outlines when painting in miniature.  I saw these pens and decided to give them a try.  The price was reasonable. I did read the mixed reviews. Yes, the instructions are in Japanese and I can't read them, but how many American products are translated into Japanese.I decided to try all of them to make sure they worked. I found that if you don't want them to gush out some ink or whatever it is when you try to get the color flowing, you should first take all of them out of the box. Shake one back and forth a few times and then put it back in the box with point end standing up. Then after you have repeated this with all the pens, take the 1st one you shook turn it over and very lightly and I mean lightly, press it down on a paper just about 1 or 2mm, no more, Do it once and then a second time, then wait. The ink will slowly start to flow onto the point of the pen. It starts out as white and then slowly the color changes.  You can now test it with a lite touch.  If you press hard the ink will gush out. It will also do that if you shake it and immediately use it as you should allow the ink to settle and not all be in the tip. I know from experience. Put the cover on well and it shouldn't dry out. The tip is not felt but a material that if firm and won't absorb the ink, just enough .The ink is a nice consistency.It appears to be ink. It dries very fast and on paper it is a matt finish as well as on nails. I put a clear coat over it and then it had a gloss finish. It does cover well as it is opaque. I bought another set that has the extra fine tip and am looking forward to getting it."
296,296_3,3,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,negative,笔头耐用性,负面-寿命不匹配,dry out,"Easy to use, and don't seem to dry out.","These are awesome for drawing on surfaces other than paper.  We used all summer to draw on rocks and create really cool pebble people and characters.  Easy to use, and don't seem to dry out."
296,296_3,3,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"Easy to use, and don't seem to dry out.","These are awesome for drawing on surfaces other than paper.  We used all summer to draw on rocks and create really cool pebble people and characters.  Easy to use, and don't seem to dry out."
296,296_3,3,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"Easy to use, and don't seem to dry out.","These are awesome for drawing on surfaces other than paper.  We used all summer to draw on rocks and create really cool pebble people and characters.  Easy to use, and don't seem to dry out."
298,298_2,2,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,流畅性,正面-速干且平整,dry quickly,"I haven't had any problems with the flow, they're easy to use, dry quickly, are waterproof when dry, and could be used for a variety of art projects.","They're not ultra fine tipped, but they sure make it easier for painting where you can use a medium tip.  I haven't had any problems with the flow, they're easy to use, dry quickly, are waterproof when dry, and could be used for a variety of art projects.  I would buy them again."
298,298_2,2,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,墨水特性,正面-持久/防水,waterproof,"I haven't had any problems with the flow, they're easy to use, dry quickly, are waterproof when dry, and could be used for a variety of art projects.","They're not ultra fine tipped, but they sure make it easier for painting where you can use a medium tip.  I haven't had any problems with the flow, they're easy to use, dry quickly, are waterproof when dry, and could be used for a variety of art projects.  I would buy them again."
298,298_2,2,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"I haven't had any problems with the flow, they're easy to use, dry quickly, are waterproof when dry, and could be used for a variety of art projects.","They're not ultra fine tipped, but they sure make it easier for painting where you can use a medium tip.  I haven't had any problems with the flow, they're easy to use, dry quickly, are waterproof when dry, and could be used for a variety of art projects.  I would buy them again."
298,298_2,2,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"I haven't had any problems with the flow, they're easy to use, dry quickly, are waterproof when dry, and could be used for a variety of art projects.","They're not ultra fine tipped, but they sure make it easier for painting where you can use a medium tip.  I haven't had any problems with the flow, they're easy to use, dry quickly, are waterproof when dry, and could be used for a variety of art projects.  I would buy them again."
307,307_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,性价比,正面-性价比高,deal | great deal,These paint pens are a great deal.,"These paint pens are a great deal.  Super quality.  Really waterproof, but will flack off if on glass or another flexible object (like a plant).  I'm very happy with these Japanese Paint pens."
307,307_3,3,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔头表现,正面-弹性/可替换,flexible,"Really waterproof, but will flack off if on glass or another flexible object (like a plant).","These paint pens are a great deal.  Super quality.  Really waterproof, but will flack off if on glass or another flexible object (like a plant).  I'm very happy with these Japanese Paint pens."
307,307_3,3,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,墨水特性,正面-持久/防水,waterproof,"Really waterproof, but will flack off if on glass or another flexible object (like a plant).","These paint pens are a great deal.  Super quality.  Really waterproof, but will flack off if on glass or another flexible object (like a plant).  I'm very happy with these Japanese Paint pens."
332,332_4,4,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,negative,笔身与易用性,负面-握持不适,too wide,"I purchased the medium point as well, but they're a bit too wide, even though the quality is there.Overall, if you're a mixed media artist looking to create those fine details with paint, you can't go wrong with this set.","I love these pens! The colors are vibrant, and the fine point allows you to create those little details that you'd never get with a brush. I'm pretty sure I saw ""extra fine point"" somewhere, which I hope exists, as I'd love to make even smaller marks with them sometimes. I purchased the medium point as well, but they're a bit too wide, even though the quality is there.Overall, if you're a mixed media artist looking to create those fine details with paint, you can't go wrong with this set."
332,332_4,4,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-适合插画创作,mixed media | mixed media art,"I purchased the medium point as well, but they're a bit too wide, even though the quality is there.Overall, if you're a mixed media artist looking to create those fine details with paint, you can't go wrong with this set.","I love these pens! The colors are vibrant, and the fine point allows you to create those little details that you'd never get with a brush. I'm pretty sure I saw ""extra fine point"" somewhere, which I hope exists, as I'd love to make even smaller marks with them sometimes. I purchased the medium point as well, but they're a bit too wide, even though the quality is there.Overall, if you're a mixed media artist looking to create those fine details with paint, you can't go wrong with this set."
340,340_1,1,多表面diy/定制群,B001ANVDMA,posca,US,1,0.0,negative,笔头耐用性,负面-寿命不匹配,dried out,all the pens seemed to be dried out.,all the pens seemed to be dried out.  One of them broke and the tip came right out.  I did get a refund. but was hoping I could use these pens for rock painting.  my next purchase will be at Hobby Lobby or even Walmart
343,343_2,2,精细绘画/插画创作群,B001ANVDMA,posca,US,5,0.0,positive,笔头表现,正面-细节控制好,intricate work,Made my intricate work a whole lot easier.,Love these to paint my rocks with. Made my intricate work a whole lot easier.
357,357_1,1,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,positive,场景表现,正面-适合手工艺/物品定制,graduation cap,Bought them to use on a graduation cap.,"Bought them to use on a graduation cap. Bad idea. Wanted to paint on some wood. Also didn’t work. We’re very juicy on paper which I didn’t like. Gave them to my friend instead. If you have a good purpose for them, they’ll probably be fine for you."
357,357_5,5,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,positive,流畅性,正面-书写流畅,juicy | very juicy,We’re very juicy on paper which I didn’t like.,"Bought them to use on a graduation cap. Bad idea. Wanted to paint on some wood. Also didn’t work. We’re very juicy on paper which I didn’t like. Gave them to my friend instead. If you have a good purpose for them, they’ll probably be fine for you."
360,360_2,2,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,positive,笔头表现,正面-按压泵吸顺畅,push down on the tip,"Problem is, they dry up all the time and I am constantly having to shake them, push down on the tips etc.","When these pens work, they are amazing. Problem is, they dry up all the time and I am constantly having to shake them, push down on the tips etc. The box is written in Japanese and there are no instructions or hints. I looked online but still wasn't able to find much. Also, there are three shades of orange in this box, which is kind of strange.Once the marker starts working, it really looks great. I use it to make wood signs. Maybe I just got a bad batch, but I was pretty disappointed."
360,360_3,3,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,negative,教育与启发,负面-无教学支持,no instructions,The box is written in Japanese and there are no instructions or hints.,"When these pens work, they are amazing. Problem is, they dry up all the time and I am constantly having to shake them, push down on the tips etc. The box is written in Japanese and there are no instructions or hints. I looked online but still wasn't able to find much. Also, there are three shades of orange in this box, which is kind of strange.Once the marker starts working, it really looks great. I use it to make wood signs. Maybe I just got a bad batch, but I was pretty disappointed."
360,360_7,7,多表面diy/定制群,B001ANVDMA,posca,US,3,0.0,negative,色彩一致性,负面-生产-品控偏差(VS 其他笔),bad batch,"Maybe I just got a bad batch, but I was pretty disappointed.","When these pens work, they are amazing. Problem is, they dry up all the time and I am constantly having to shake them, push down on the tips etc. The box is written in Japanese and there are no instructions or hints. I looked online but still wasn't able to find much. Also, there are three shades of orange in this box, which is kind of strange.Once the marker starts working, it really looks great. I use it to make wood signs. Maybe I just got a bad batch, but I was pretty disappointed."
379,379_2,2,儿童/课堂使用群,B001ANVDMA,posca,US,5,0.0,positive,墨水特性,正面-干燥快/防涂抹,no smear,No smearing or uneven areas- perfect!,Even my daughters art teacher asked me where I fit these- BEST MARKERS EVER!!!!! No smearing or uneven areas- perfect!
392,392_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,场景表现,正面-多表面DIY,outdoor decor,Painted wood forms for hanging outdoor decorations.,Painted wood forms for hanging outdoor decorations.
395,395_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔头耐用性,正面-寿命长,long lasting,Remarkably usable and long lasting.,"Remarkably usable and long lasting. Excellent color, easy to use. Use them on paper, canvas and glass. Also, on shiny plastic."
395,395_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,墨水特性,正面-持久/防水,long lasting,Remarkably usable and long lasting.,"Remarkably usable and long lasting. Excellent color, easy to use. Use them on paper, canvas and glass. Also, on shiny plastic."
395,395_1,1,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,容量,正面-容量大/耐用,long lasting,Remarkably usable and long lasting.,"Remarkably usable and long lasting. Excellent color, easy to use. Use them on paper, canvas and glass. Also, on shiny plastic."
395,395_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,笔身与易用性,正面-易于使用,easy to use,"Excellent color, easy to use.","Remarkably usable and long lasting. Excellent color, easy to use. Use them on paper, canvas and glass. Also, on shiny plastic."
395,395_2,2,多表面diy/定制群,B001ANVDMA,posca,US,5,0.0,positive,教育与启发,正面-适合初学者,easy to use,"Excellent color, easy to use.","Remarkably usable and long lasting. Excellent color, easy to use. Use them on paper, canvas and glass. Also, on shiny plastic."
