segment,attr_group_key,attr_group_label,attr_item_key,attr_item_label,pct
多介质DIY项目群,scene,使用场景,multi_surface_diy,多介质DIY,0.33988174709135993
多介质DIY项目群,scene,使用场景,paper_journal,纸面/手帐,0.00781995041007057
多介质DIY项目群,scene,使用场景,illustration_detail,插画/细节,0.05111577341216861
多介质DIY项目群,surface,使用介质,paper,纸张,0.07476635514018691
多介质DIY项目群,surface,使用介质,wood,木材,0.1579248521838642
多介质DIY项目群,surface,使用介质,rock,石头,0.4957085637993515
多介质DIY项目群,surface,使用介质,glass,玻璃,0.12149532710280374
多介质DIY项目群,surface,使用介质,ceramic,陶瓷,0.05950791531565897
多介质DIY项目群,surface,使用介质,fabric,布面,0.07209612817089453
多介质DIY项目群,expression,创作表达方式,fine_detail,精细细节,0.0534045393858478
多介质DIY项目群,expression,创作表达方式,lettering,手写/字艺,0.03700171657448026
多介质DIY项目群,expression,创作表达方式,fill_color,填色/大面积,0.11787144764447835
多介质DIY项目群,expression,创作表达方式,decorate_project,装饰/改造,0.07343124165554073
多介质DIY项目群,buying_factor,关键购买因素,coverage_opacity,覆盖力,0.17718863246233071
多介质DIY项目群,buying_factor,关键购买因素,color_variety,色彩丰富,0.05473965287049399
多介质DIY项目群,buying_factor,关键购买因素,tip_control,笔尖控制,0.16784283806980735
多介质DIY项目群,buying_factor,关键购买因素,multi_surface,多表面适用,0.7816135800114439
多介质DIY项目群,buying_factor,关键购买因素,price_value,价格价值,0.0259393477016975
多介质DIY项目群,risk,风险关注点,leak_flow,漏墨/出墨异常,0.032233454129315275
多介质DIY项目群,risk,风险关注点,dry_clog,干笔/堵塞,0.09612817089452604
多介质DIY项目群,risk,风险关注点,color_mismatch,色差/颜色不准,0.0
多介质DIY项目群,risk,风险关注点,tip_durability,笔头耐久问题,0.0017165744802593935
礼赠入门尝试群,motivation,购买动机,gift_beginner,礼赠/入门,0.7942528735632184
礼赠入门尝试群,motivation,购买动机,value_price,性价比,0.05057471264367816
礼赠入门尝试群,motivation,购买动机,pro_need,专业需求,0.047126436781609195
礼赠入门尝试群,motivation,购买动机,fun_relax,兴趣/放松,0.10459770114942529
礼赠入门尝试群,scene,使用场景,child_classroom,亲子/课堂,0.0034482758620689655
礼赠入门尝试群,scene,使用场景,multi_surface_diy,多介质DIY,0.006896551724137931
礼赠入门尝试群,scene,使用场景,paper_journal,纸面/手帐,0.0
礼赠入门尝试群,scene,使用场景,illustration_detail,插画/细节,0.01839080459770115
礼赠入门尝试群,surface,使用介质,paper,纸张,0.011494252873563218
礼赠入门尝试群,surface,使用介质,wood,木材,0.004597701149425287
礼赠入门尝试群,surface,使用介质,rock,石头,0.009195402298850575
礼赠入门尝试群,surface,使用介质,glass,玻璃,0.006896551724137931
礼赠入门尝试群,surface,使用介质,ceramic,陶瓷,0.014942528735632184
礼赠入门尝试群,surface,使用介质,fabric,布面,0.009195402298850575
礼赠入门尝试群,expression,创作表达方式,fine_detail,精细细节,0.0034482758620689655
礼赠入门尝试群,expression,创作表达方式,lettering,手写/字艺,0.011494252873563218
礼赠入门尝试群,expression,创作表达方式,fill_color,填色/大面积,0.01839080459770115
礼赠入门尝试群,expression,创作表达方式,decorate_project,装饰/改造,0.013793103448275862
礼赠入门尝试群,buying_factor,关键购买因素,coverage_opacity,覆盖力,0.029885057471264367
礼赠入门尝试群,buying_factor,关键购买因素,color_variety,色彩丰富,0.23793103448275862
礼赠入门尝试群,buying_factor,关键购买因素,tip_control,笔尖控制,0.08620689655172414
礼赠入门尝试群,buying_factor,关键购买因素,multi_surface,多表面适用,0.04827586206896552
礼赠入门尝试群,buying_factor,关键购买因素,price_value,价格价值,0.0
礼赠入门尝试群,risk,风险关注点,leak_flow,漏墨/出墨异常,0.021839080459770115
礼赠入门尝试群,risk,风险关注点,dry_clog,干笔/堵塞,0.04482758620689655
礼赠入门尝试群,risk,风险关注点,color_mismatch,色差/颜色不准,0.0
礼赠入门尝试群,risk,风险关注点,tip_durability,笔头耐久问题,0.0
稳定性风险敏感群,motivation,购买动机,gift_beginner,礼赠/入门,0.005427408412483039
稳定性风险敏感群,motivation,购买动机,value_price,性价比,0.012211668928086838
稳定性风险敏感群,motivation,购买动机,pro_need,专业需求,0.025101763907734057
稳定性风险敏感群,motivation,购买动机,fun_relax,兴趣/放松,0.04206241519674356
稳定性风险敏感群,scene,使用场景,child_classroom,亲子/课堂,0.0067842605156037995
稳定性风险敏感群,scene,使用场景,multi_surface_diy,多介质DIY,0.0020352781546811396
稳定性风险敏感群,scene,使用场景,paper_journal,纸面/手帐,0.0
稳定性风险敏感群,scene,使用场景,illustration_detail,插画/细节,0.0027137042062415195
稳定性风险敏感群,surface,使用介质,paper,纸张,0.057666214382632294
稳定性风险敏感群,surface,使用介质,wood,木材,0.0020352781546811396
稳定性风险敏感群,surface,使用介质,rock,石头,0.009497964721845319
稳定性风险敏感群,surface,使用介质,glass,玻璃,0.0027137042062415195
稳定性风险敏感群,surface,使用介质,ceramic,陶瓷,0.0020352781546811396
稳定性风险敏感群,surface,使用介质,fabric,布面,0.0047489823609226595
稳定性风险敏感群,expression,创作表达方式,fine_detail,精细细节,0.004070556309362279
稳定性风险敏感群,expression,创作表达方式,lettering,手写/字艺,0.029850746268656716
稳定性风险敏感群,expression,创作表达方式,fill_color,填色/大面积,0.050203527815468114
稳定性风险敏感群,expression,创作表达方式,decorate_project,装饰/改造,0.0047489823609226595
稳定性风险敏感群,buying_factor,关键购买因素,coverage_opacity,覆盖力,0.07530529172320218
稳定性风险敏感群,buying_factor,关键购买因素,color_variety,色彩丰富,0.032564450474898234
稳定性风险敏感群,buying_factor,关键购买因素,tip_control,笔尖控制,0.1865671641791045
稳定性风险敏感群,buying_factor,关键购买因素,multi_surface,多表面适用,0.060379918588873815
稳定性风险敏感群,buying_factor,关键购买因素,price_value,价格价值,0.0
稳定性风险敏感群,risk,风险关注点,leak_flow,漏墨/出墨异常,0.32360922659430125
稳定性风险敏感群,risk,风险关注点,dry_clog,干笔/堵塞,0.746268656716418
稳定性风险敏感群,risk,风险关注点,color_mismatch,色差/颜色不准,0.0006784260515603799
稳定性风险敏感群,risk,风险关注点,tip_durability,笔头耐久问题,0.006105834464043419
精细表达创作群,motivation,购买动机,gift_beginner,礼赠/入门,0.03002388263391334
精细表达创作群,motivation,购买动机,value_price,性价比,0.057659501876492665
精细表达创作群,motivation,购买动机,pro_need,专业需求,0.1357898328215626
精细表达创作群,motivation,购买动机,fun_relax,兴趣/放松,0.07744796997611737
精细表达创作群,scene,使用场景,child_classroom,亲子/课堂,0.04674172637325145
精细表达创作群,scene,使用场景,multi_surface_diy,多介质DIY,0.033776867963152504
精细表达创作群,scene,使用场景,paper_journal,纸面/手帐,0.014670760832480383
精细表达创作群,scene,使用场景,illustration_detail,插画/细节,0.4616171954964176
精细表达创作群,surface,使用介质,paper,纸张,0.12350733538041624
精细表达创作群,surface,使用介质,wood,木材,0.018082565677243263
精细表达创作群,surface,使用介质,rock,石头,0.07540088706925964
精细表达创作群,surface,使用介质,glass,玻璃,0.014329580348004094
精细表达创作群,surface,使用介质,ceramic,陶瓷,0.008529512111907198
精细表达创作群,surface,使用介质,fabric,布面,0.008870692596383487
精细表达创作群,expression,创作表达方式,fine_detail,精细细节,0.43807574206755373
精细表达创作群,expression,创作表达方式,lettering,手写/字艺,0.03650631183896281
精细表达创作群,expression,创作表达方式,fill_color,填色/大面积,0.10337768679631525
精细表达创作群,expression,创作表达方式,decorate_project,装饰/改造,0.019106107130672127
精细表达创作群,buying_factor,关键购买因素,coverage_opacity,覆盖力,0.10917775503241214
精细表达创作群,buying_factor,关键购买因素,color_variety,色彩丰富,0.06823609689525759
精细表达创作群,buying_factor,关键购买因素,tip_control,笔尖控制,0.6260661890139884
精细表达创作群,buying_factor,关键购买因素,multi_surface,多表面适用,0.11941316956670078
精细表达创作群,buying_factor,关键购买因素,price_value,价格价值,0.02183555100648243
精细表达创作群,risk,风险关注点,leak_flow,漏墨/出墨异常,0.03445922893210508
精细表达创作群,risk,风险关注点,dry_clog,干笔/堵塞,0.09382463323097918
精细表达创作群,risk,风险关注点,color_mismatch,色差/颜色不准,0.000341180484476288
精细表达创作群,risk,风险关注点,tip_durability,笔头耐久问题,0.006482429205049471
纸面手帐兴趣群,motivation,购买动机,gift_beginner,礼赠/入门,0.016224188790560472
纸面手帐兴趣群,motivation,购买动机,value_price,性价比,0.035398230088495575
纸面手帐兴趣群,motivation,购买动机,pro_need,专业需求,0.011799410029498525
纸面手帐兴趣群,motivation,购买动机,fun_relax,兴趣/放松,0.34587020648967554
纸面手帐兴趣群,scene,使用场景,child_classroom,亲子/课堂,0.019174041297935103
纸面手帐兴趣群,scene,使用场景,multi_surface_diy,多介质DIY,0.011799410029498525
纸面手帐兴趣群,scene,使用场景,paper_journal,纸面/手帐,0.24410029498525074
纸面手帐兴趣群,scene,使用场景,illustration_detail,插画/细节,0.022123893805309734
纸面手帐兴趣群,surface,使用介质,paper,纸张,0.441740412979351
纸面手帐兴趣群,surface,使用介质,wood,木材,0.014749262536873156
纸面手帐兴趣群,surface,使用介质,rock,石头,0.029498525073746312
纸面手帐兴趣群,surface,使用介质,glass,玻璃,0.01327433628318584
纸面手帐兴趣群,surface,使用介质,ceramic,陶瓷,0.008849557522123894
纸面手帐兴趣群,surface,使用介质,fabric,布面,0.01032448377581121
纸面手帐兴趣群,expression,创作表达方式,fine_detail,精细细节,0.011061946902654867
纸面手帐兴趣群,expression,创作表达方式,lettering,手写/字艺,0.2581120943952802
纸面手帐兴趣群,expression,创作表达方式,fill_color,填色/大面积,0.23377581120943952
纸面手帐兴趣群,expression,创作表达方式,decorate_project,装饰/改造,0.007374631268436578
纸面手帐兴趣群,buying_factor,关键购买因素,coverage_opacity,覆盖力,0.0943952802359882
纸面手帐兴趣群,buying_factor,关键购买因素,color_variety,色彩丰富,0.045722713864306784
纸面手帐兴趣群,buying_factor,关键购买因素,tip_control,笔尖控制,0.09513274336283185
纸面手帐兴趣群,buying_factor,关键购买因素,multi_surface,多表面适用,0.07817109144542773
纸面手帐兴趣群,buying_factor,关键购买因素,price_value,价格价值,0.016224188790560472
纸面手帐兴趣群,risk,风险关注点,leak_flow,漏墨/出墨异常,0.028761061946902654
纸面手帐兴趣群,risk,风险关注点,dry_clog,干笔/堵塞,0.06637168141592921
纸面手帐兴趣群,risk,风险关注点,color_mismatch,色差/颜色不准,0.0
纸面手帐兴趣群,risk,风险关注点,tip_durability,笔头耐久问题,0.0022123893805309734
通用创作泛人群,motivation,购买动机,gift_beginner,礼赠/入门,0.0
通用创作泛人群,motivation,购买动机,value_price,性价比,0.0
通用创作泛人群,motivation,购买动机,pro_need,专业需求,0.0
通用创作泛人群,motivation,购买动机,fun_relax,兴趣/放松,0.0
通用创作泛人群,scene,使用场景,child_classroom,亲子/课堂,0.0
通用创作泛人群,scene,使用场景,multi_surface_diy,多介质DIY,0.0
通用创作泛人群,scene,使用场景,paper_journal,纸面/手帐,0.0
通用创作泛人群,scene,使用场景,illustration_detail,插画/细节,0.0
通用创作泛人群,surface,使用介质,paper,纸张,0.0
通用创作泛人群,surface,使用介质,wood,木材,0.0
通用创作泛人群,surface,使用介质,rock,石头,0.0
通用创作泛人群,surface,使用介质,glass,玻璃,0.0
通用创作泛人群,surface,使用介质,ceramic,陶瓷,0.0
通用创作泛人群,surface,使用介质,fabric,布面,0.0
通用创作泛人群,expression,创作表达方式,fine_detail,精细细节,0.0
通用创作泛人群,expression,创作表达方式,lettering,手写/字艺,0.0
通用创作泛人群,expression,创作表达方式,fill_color,填色/大面积,0.0
通用创作泛人群,expression,创作表达方式,decorate_project,装饰/改造,0.0
通用创作泛人群,buying_factor,关键购买因素,coverage_opacity,覆盖力,0.0
通用创作泛人群,buying_factor,关键购买因素,color_variety,色彩丰富,0.0
通用创作泛人群,buying_factor,关键购买因素,tip_control,笔尖控制,0.0
通用创作泛人群,buying_factor,关键购买因素,multi_surface,多表面适用,0.0
通用创作泛人群,buying_factor,关键购买因素,price_value,价格价值,0.0
通用创作泛人群,risk,风险关注点,leak_flow,漏墨/出墨异常,0.0
通用创作泛人群,risk,风险关注点,dry_clog,干笔/堵塞,0.0
通用创作泛人群,risk,风险关注点,color_mismatch,色差/颜色不准,0.0
通用创作泛人群,risk,风险关注点,tip_durability,笔头耐久问题,0.0
